OBJECTID,the_geom,Fac_Type,Field_Office,State_Name,County,City,Fac_Name,Fac_Use,Elevation,Sectional_,Fuel_Types,Atc_Tower,Unicom,Ctaf,Landing_Fee,Wind_Indic
1,POINT (-176.64247991680693 51.88358205584249),AIRPORT,NONE,ALASKA,ALEUTIANS WEST,ADAK ISLAND,ADAK,PU,19.5,W ALEUTIAN ISLS,A1,N,,122.9,,Y
2,POINT (-154.1825555560042 56.93869083318543),AIRPORT,NONE,ALASKA,KODIAK ISLAND,AKHIOK,AKHIOK,PU,44.40000153,KODIAK,,N,122.8,122.8,N,Y
3,POINT (-161.49332916717108 60.913809722212115),AIRPORT,NONE,ALASKA,BETHEL,AKIACHAK,AKIACHAK,PU,22.79999924,MC GRATH,,N,,122.9,N,Y
4,POINT (-161.43507722176793 60.90786472213137),SEAPLANE BASE,NONE,ALASKA,BETHEL,AKIACHAK,AKIACHAK,PU,18,MC GRATH,,N,,122.9,N,N
5,POINT (-161.23058333271237 60.9028972221052),AIRPORT,NONE,ALASKA,BETHEL,AKIAK,AKIAK,PU,39.79999924,MC GRATH,,N,,122.9,N,Y
6,POINT (-165.77838333334432 54.1339000001289),SEAPLANE BASE,NONE,ALASKA,ALEUTIANS EAST,AKUTAN,AKUTAN,PU,0,DUTCH HARBOR,,N,,122.9,N,Y
7,POINT (-165.60410833296703 54.144611110832585),AIRPORT,NONE,ALASKA,ALEUTIANS EAST,AKUTAN,AKUTAN,PU,129.30000305,DUTCH HARBOR,,N,,122.9,,Y
8,POINT (-164.7221944443892 62.683055555794056),AIRPORT,NONE,ALASKA,KUSILVAK,ALAKANUK,ALAKANUK,PU,21.70000076,BETHEL,,N,,122.9,N,Y
9,POINT (-158.55775527825654 59.26314583283538),AIRPORT,NONE,ALASKA,BRISTOL BAY,ALEKNAGIK,TRIPOD,PU,225,KODIAK,,N,,122.9,N,N
10,POINT (-158.6235891672528 59.27397805588907),SEAPLANE BASE,NONE,ALASKA,BRISTOL BAY,ALEKNAGIK,ALEKNAGIK,PU,7,KODIAK,100LLMOGAS,N,,122.9,N,N
11,POINT (-158.61786666712754 59.28255555590935),AIRPORT,NONE,ALASKA,DILLINGHAM,ALEKNAGIK,ALEKNAGIK /NEW,PU,63,KODIAK,,N,,122.9,,Y
12,POINT (-158.5972002781277 59.28092333278552),AIRPORT,NONE,ALASKA,BRISTOL BAY,ALEKNAGIK,ALEKNAGIK MISSION STRIP,PR,150,KODIAK,,N,,122.9,N,N
13,POINT (-152.62216666667146 66.55183333310588),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,ALLAKAKET,ALLAKAKET,PU,441.1000061,FAIRBANKS,,N,,122.9,,Y
14,POINT (-157.8571558329641 67.10620055596925),AIRPORT,NONE,ALASKA,NORTHWEST ARCTIC,AMBLER,AMBLER,PU,292.6000061,FAIRBANKS,,N,,122.7,N,Y
15,POINT (-151.17723333331023 65.10398194400983),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,AMERICAN CREEK,AMERICAN CREEK,PU,513,FAIRBANKS,,N,,122.9,N,N
16,POINT (-153.81536055620035 57.471493611100925),SEAPLANE BASE,NONE,ALASKA,KODIAK ISLAND,AMOOK BAY,AMOOK BAY,PR,0,KODIAK,,N,,,N,N
17,POINT (-151.74333333296826 68.13361111087912),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,ANAKTUVUK PASS,ANAKTUVUK PASS,PU,2106.30004883,POINT BARROW,,N,122.8,122.8,N,N
18,POINT (-149.780611111163 61.158699999920266),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,CAMPBELL AIRSTRIP,PR,286,ANCHORAGE,,N,,122.9,N,Y
19,POINT (-149.82183055590983 61.18903055616941),HELIPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,PROVIDENCE HOSPITAL,PR,140,ANCHORAGE,,N,,126,,Y
20,POINT (-149.8061111110262 61.28972222185282),AIRPORT,NONE,ALASKA,ALEUTIAN ISLANDS,ANCHORAGE,SIXMILE LAKE,PR,85,ANCHORAGE,,N,,122.9,,Y
21,POINT (-149.83909444371878 61.224774999955685),HELIPORT,NONE,ALASKA,ALEUTIAN ISLANDS,ANCHORAGE,VIKING,PR,72,ANCHORAGE,,N,,,,
22,POINT (-149.82658333277067 61.212702778036615),HELIPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,ALASKA RGNL HOSPITAL,PU,137,ANCHORAGE,100LLA,N,122.95,126,,Y
23,POINT (-150.12236111135525 61.436019443827476),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,POINT MACKENZIE,POINT MAC,PR,123,ANCHORAGE,,N,,122.9,,
24,POINT (-149.79230000041977 61.15613055615038),HELIPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,CAMPBELL BLM,PR,235,ANCHORAGE,,N,,122.9,N,Y
25,POINT (-150.02609999999336 61.439911111114206),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,POINT MACKENZIE,CARPENTIERS STRIP,PR,175,ANCHORAGE,,N,,122.8,,
26,POINT (-149.88648055609144 61.218905556081914),HELIPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,AVIATOR HOTEL ANCHORAGE,PR,123,,,N,,,,
27,POINT (-149.86426944389194 61.106600000193815),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,FLYING CROWN,PR,150,ANCHORAGE,,N,,122.9,,Y
28,POINT (-148.998880556344 61.34133888920836),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,BOLD,PU,900,ANCHORAGE,,N,,122.9,,Y
29,POINT (-150.03556055620408 61.24945138882153),HELIPORT,NONE,ALASKA,ANCHORAGE,POINT MACKENZIE,POINT MACKENZIE,PR,72,ANCHORAGE,,N,,122.9,,Y
30,POINT (-149.99813749964576 61.17408472180701),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,TED STEVENS ANCHORAGE INTL,PU,151.3999939,ANCHORAGE,100  100LLA    A1,Y,122.95,,Y,Y
31,POINT (-149.84472413889193 61.21354505613283),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,MERRILL FIELD,PU,137.30000305,ANCHORAGE,100  A,Y,122.95,126,N,Y
32,POINT (-149.94190000021607 61.13306111102093),SEAPLANE BASE,NONE,ALASKA,ANCHORAGE,ANCHORAGE,CAMPBELL LAKE SPB,PR,20,ANCHORAGE,,N,,122.9,,Y
33,POINT (-149.80652566736015 61.25135319378547),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,ELMENDORF AFB,PR,213,ANCHORAGE,,Y,,,,Y
34,POINT (-149.74927500034232 61.23538333310697),HELIPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,ELMENDORF HOSPITAL,PR,228,ANCHORAGE,,N,,,N,Y
35,POINT (-150.16055361088704 61.16833722203478),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,FIRE ISLAND,PR,55,ANCHORAGE,,N,,,N,Y
36,POINT (-149.8187694441713 61.1164805559136),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,SKY HARBOR,PR,340,ANCHORAGE,,N,,122.9,N,Y
37,POINT (-149.79591666716095 61.129694443837884),HELIPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,PACER PLACE,PR,367,ANCHORAGE,,N,,,,
38,POINT (-149.65330763897666 61.265899305937474),AIRPORT,NONE,ALASKA,ANCHORAGE,FORT RICHARDSON(ANCHORAGE),BRYANT AAF,PR,386.79998779,ANCHORAGE,B+,Y,,125,N,Y
39,POINT (-149.96539363894334 61.1866391938405),AIRPORT,NONE,ALASKA,ANCHORAGE,ANCHORAGE,LAKE HOOD,PU,79.30000305,ANCHORAGE,100  100LLA,Y,,126.8,N,Y
40,POINT (-149.9746555560852 61.25588055592119),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,POINT MACKENZIE,MAC KENZIE COUNTRY AIRPARK,PR,120,ANCHORAGE,,N,,122.9,,
41,POINT (-150.05905277828813 61.332549999961216),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,POINT MACKENZIE,FALCON LAKE STRIP,PR,110,ANCHORAGE,,N,,122.9,,
42,POINT (-151.8530555560305 59.78305555621277),AIRPORT,NONE,ALASKA,KENAI PENINSULA,ANCHOR POINT,ANCHOR RIVER AIRPARK,PR,120,KODIAK,,N,,122.9,,Y
43,POINT (-151.69222222242098 59.94888888900805),AIRPORT,NONE,ALASKA,SEWARD,ANCHOR POINT,LOWELL FIELD,PR,252,SEWARD,,N,,,,Y
44,POINT (-134.58509388910426 57.50355527821866),SEAPLANE BASE,NONE,ALASKA,ANGOON,ANGOON,ANGOON,PU,0,JUNEAU,,N,,122.9,N,Y
45,POINT (-159.54304277839145 61.58159694406075),AIRPORT,NONE,ALASKA,BETHEL,ANIAK,ANIAK,PU,95.90000153,MC GRATH,100LLA,N,,122.1,N,Y
46,POINT (-131.57089936118362 55.04229358278709),AIRPORT,NONE,ALASKA,KETCHIKAN GATEWAY,ANNETTE,ANNETTE ISLAND,PR,119,KETCHIKAN,,N,,122.9,N,
47,POINT (-131.55695472229837 55.06799222206564),SEAPLANE BASE,NONE,ALASKA,KETCHIKAN GATEWAY,ANNETTE,TAMGAS HARBOR,PU,0,KETCHIKAN,,N,,122.9,N,N
48,POINT (-160.19005555563956 62.647333332831685),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,ANVIK,ANVIK,PU,297.29998779,MC GRATH,,N,122.7,122.7,N,Y
49,POINT (-160.20544861113945 62.65622388883903),SEAPLANE BASE,NONE,ALASKA,KUSKOKWIM,ANVIK,ANVIK,PU,52,MC GRATH,,N,,122.7,N,N
50,POINT (-145.57941527773525 68.11466944415275),AIRPORT,NONE,ALASKA,UPPER YUKON,ARCTIC VILLAGE,ARCTIC VILLAGE,PU,2092,POINT BARROW,,N,,122.9,Y,Y
51,POINT (-174.20619444363993 52.22058333289259),AIRPORT,NONE,ALASKA,ALEUTIANS WEST,ATKA,ATKA,PU,55.20000076,W ALEUTIAN ISLS,,N,,122.9,N,Y
52,POINT (-162.2742777780612 60.867888889097195),AIRPORT,NONE,ALASKA,BETHEL,ATMAUTLUAK,ATMAUTLUAK,PU,19.39999962,BETHEL,,N,,122.9,N,Y
53,POINT (-157.43566666726957 70.46711111113768),AIRPORT,NONE,ALASKA,NORTH SLOPE,ATQASUK,ATQASUK EDWARD BURNELL SR MEMORIAL,PU,101.30000305,CAPE LISBURNE,,N,,122.9,N,Y
54,POINT (173.17555416687964 52.83254166711078),AIRPORT,NONE,ALASKA,ALEUTIAN ISLANDS,ATTU,CASCO COVE CGS,PR,88,W ALEUTIAN ISLS,,N,,122.9,N,Y
55,POINT (-134.83314138917123 57.08882583286198),SEAPLANE BASE,NONE,ALASKA,WRANGELL-PETERSBURG,BARANOF,BARANOF WARM SPRINGS FLOAT AND SEAPLANE FLOAT,PU,0,JUNEAU,,N,122.8,122.8,N,Y
56,POINT (-156.76858333288828 71.28486111095202),AIRPORT,NONE,ALASKA,NORTH SLOPE,BARROW,WILEY POST-WILL ROGERS MEMORIAL,PU,48.90000153,POINT BARROW,100LLA1,N,,123.6,N,Y
57,POINT (-143.65361111107666 70.11311111101396),AIRPORT,NONE,ALASKA,UPPER YUKON,BARTER ISLAND,BARTER ISLAND,PU,55.09999847,POINT BARROW,,N,,122.8,N,Y
58,POINT (-135.88517000038257 58.45520777802841),SEAPLANE BASE,NONE,ALASKA,SKAGWAY-YAKUTAT,BARTLETT COVE,BARTLETT COVE,PU,0,JUNEAU,,N,,122.5,N,Y
59,POINT (-165.29920138937496 64.67909027784525),AIRPORT,NONE,ALASKA,NOME,BASIN CREEK,ENGSTROM FIELD,PU,143,NOME,,N,,122.9,N,Y
60,POINT (-161.06237777799262 65.5398866668163),AIRPORT,NONE,ALASKA,KOBUK,BEAR CREEK,BEAR CREEK 1,PR,575,NOME,,N,,,N,N
61,POINT (-156.14405055606213 63.571609166991315),AIRPORT,NONE,ALASKA,KUSKOKWIM,BEAR CREEK,BEAR CREEK 3,PU,740,MC GRATH,,N,,122.9,N,N
62,POINT (-160.2662052778454 56.03668555597254),AIRPORT,NONE,ALASKA,ALEUTIAN ISLANDS,BEAR LAKE,JOHNSONS LANDING,PU,130,KODIAK,,N,,122.9,N,Y
63,POINT (-147.4064999998322 66.36222222203703),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,BEAVER,BEAVER,PU,364.70001221,FAIRBANKS,,N,,122.9,N,Y
64,POINT (-131.57169055596336 55.92907805613147),SEAPLANE BASE,NONE,ALASKA,KETCHIKAN GATEWAY,BELL ISLAND,BELL ISLAND HOT SPRINGS,PR,0,KETCHIKAN,,N,,122.9,N,Y
65,POINT (-151.04541630562326 61.17296188882115),AIRPORT,NONE,ALASKA,KENAI-COOK INLET,BELUGA,BELUGA,PR,87.19999695,ANCHORAGE,,N,122.7,122.7,N,Y
66,POINT (-161.72069444363467 60.804486110805286),SEAPLANE BASE,NONE,ALASKA,BETHEL,BETHEL,HANGAR LAKE,PU,23,MC GRATH,100  100LLA,N,,118.7,N,N
67,POINT (-161.74312888869193 60.78202527790601),SEAPLANE BASE,NONE,ALASKA,BETHEL,BETHEL,BETHEL,PU,15,MC GRATH,100  100LL,N,,118.7,N,Y
68,POINT (-161.83716666703066 60.77855555582736),AIRPORT,NONE,ALASKA,BETHEL,BETHEL,BETHEL,PU,128.80000305,MC GRATH,100  100LLA    A1,Y,,118.7,,Y
69,POINT (-151.5290555561834 66.91394444386083),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,BETTLES,BETTLES,PU,647.29998779,FAIRBANKS,100LLA1+  B,N,,122.9,,Y
70,POINT (-149.9086111109695 61.50916666685487),SEAPLANE BASE,NONE,ALASKA,ALEUTIAN ISLANDS,BIG LAKE,MARION,PR,150,ANCHORAGE,,N,,122.8,,
71,POINT (-149.91194444368023 61.506666666997305),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,H & H FIELD,PR,160,ANCHORAGE,,N,,122.8,,Y
72,POINT (-149.84653055570692 61.58496111082067),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,WEST BEAVER,PR,215,ANCHORAGE,,N,,122.8,,
73,POINT (-149.924111110904 61.57148055616521),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,HORSESHOE LAKE,PR,140,ANCHORAGE,,N,,122.8,,
74,POINT (-149.94574999986077 61.551430555988),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,HOPPE'S,PR,180,ANCHORAGE,,N,,122.8,,
75,POINT (-149.9433333332188 61.57638888894569),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,KUCERA,PR,175,ANCHORAGE,,N,,122.8,,
76,POINT (-149.8960444437127 61.503788889053666),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,OWEN FIELD,PR,150,ANCHORAGE,,N,,122.8,,
77,POINT (-149.91134999971064 61.573538888965345),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,KRAMER,PR,150,ANCHORAGE,,N,,122.8,,
78,POINT (-149.72443888871175 61.569638889206544),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,FISHER,PR,200,ANCHORAGE,,N,,122.8,,Y
79,POINT (-149.8473333333639 61.58936111111334),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,WEST BEAVER,PR,228,ANCHORAGE,,N,,122.8,,
80,POINT (-149.81254444444247 61.534683333112234),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,BIG LAKE,PU,157.5,ANCHORAGE,,N,,122.8,,Y
81,POINT (-149.92901111086007 61.51486111087309),HELIPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,TEAM LEVINE,PR,150,ANCHORAGE,,N,,122.8,,
82,POINT (-149.77903888873595 61.57036666700908),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,TWIN LAKE,PR,185,ANCHORAGE,,N,,122.8,,Y
83,POINT (-149.81666111077587 61.5898305558308),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,CUBDIVISION,PR,250,ANCHORAGE,,N,,122.8,,
84,POINT (-149.9380999999018 61.58433055592383),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,KUCERA RESIDENCE,PR,189,ANCHORAGE,,N,,122.8,,
85,POINT (-149.84766666672482 61.57513888891946),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,BEAVER LAKE,PU,150,ANCHORAGE,,N,122.8,122.8,,N
86,POINT (-149.93108055618686 61.51658055582006),HELIPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,COWELL'S,PR,142,ANCHORAGE,,N,,122.8,,
87,POINT (-149.93933611137714 61.55477222207622),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,JONES LANDING,PU,180,ANCHORAGE,,N,,122.8,,Y
88,POINT (-149.92713888885731 61.521574999830015),HELIPORT,NONE,ALASKA,ANCHORAGE,BIG LAKE,SADDLEBACK ISLAND,PR,150,ANCHORAGE,,N,122.8,122.8,,
89,POINT (-149.98246944378624 61.47261944403663),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,BROWN'S HOMESTEAD,PR,140,ANCHORAGE,,N,,122.8,,
90,POINT (-149.77324444433623 61.48183888880985),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,BROCKER LAKE,PU,100,ANCHORAGE,,N,,122.8,,Y
91,POINT (-155.2588213891142 59.36124666696439),AIRPORT,NONE,ALASKA,KODIAK ISLAND,BIG MOUNTAIN,BIG MOUNTAIN,PR,663,KODIAK,,N,,,,
92,POINT (-149.700938889014 61.53113055620738),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,EAGLES ROOST,PR,330,,,N,,,,
93,POINT (-150.01466666706187 61.528000000059166),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,BIG LAKE,HAGGARDS LANDING SEAPLANE BASE,PR,150,ANCHORAGE,,N,122.8,,,
94,POINT (-145.81819444399432 66.27447222196444),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,BIRCH CREEK,BIRCH CREEK,PU,439.79998779,FAIRBANKS,,N,,122.9,,Y
95,POINT (-149.50830613937427 61.416088778156514),AIRPORT,NONE,ALASKA,ANCHORAGE,BIRCHWOOD,BIRCHWOOD,PU,83,ANCHORAGE,100LL,N,,123,,Y
96,POINT (-145.86088611071085 63.53514638898906),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,BLACK RAPIDS,BLACK RAPIDS,PU,2125,ANCHORAGE,,N,,122.9,,N
97,POINT (-146.14590944376687 60.42306416693191),AIRPORT,NONE,ALASKA,CORDOVA-MCCARTHY,BOSWELL BAY,BOSWELL BAY,PR,230,ANCHORAGE,,N,,122.7,N,Y
98,POINT (-141.113374999818 64.07830277806505),AIRPORT,NONE,ALASKA,SOUTHEAST FAIRBANKS,BOUNDARY,BOUNDARY,PU,2940,DAWSON,,N,,122.9,,Y
99,POINT (-166.46572222211174 65.33133333312632),AIRPORT,NONE,ALASKA,NOME,BREVIG MISSION,BREVIG MISSION,PU,38.09999847,NOME,,N,,123,,Y
100,POINT (-167.48580694394067 65.63867194395725),AIRPORT,NONE,ALASKA,NOME,BUCK CREEK,BUCK CREEK,PR,560,NOME,,N,,,N,N
101,POINT (-161.14913888901796 65.98155555582527),AIRPORT,NONE,ALASKA,NORTHWEST ARCTIC,BUCKLAND,BUCKLAND,PU,29,NOME,,N,,122.9,,Y
102,POINT (-161.92630583331044 65.90765805616135),AIRPORT,NONE,ALASKA,UNORGANIZED,CANDLE,CANDLE 2,PR,15,NOME,,N,,,,Y
103,POINT (-148.95561638880528 63.391204722167096),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,CANTWELL,CANTWELL,PU,2190,ANCHORAGE,100LL,N,,122.9,,Y
104,POINT (-148.85033611114247 63.37064999981655),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CANTWELL,GOLDEN NORTH AIRFIELD,PR,2250,ANCHORAGE,,N,122.8,122.8,,Y
105,POINT (-134.13533916741784 56.00211305617195),HELIPORT,NONE,ALASKA,WRANGELL-PETERSBURG,CAPE DECISION,CAPE DECISION LIGHTHOUSE,PR,34,JUNEAU,,N,,,N,N
106,POINT (-166.1110819437681 68.87512777800676),AIRPORT,NONE,ALASKA,BARROW,CAPE LISBURNE,CAPE LISBURNE LRRS,PR,14,CAPE LISBURNE,,N,,126.2,N,Y
107,POINT (-162.0638027782832 58.64814999996483),AIRPORT,NONE,ALASKA,BETHEL,CAPE NEWENHAM,CAPE NEWENHAM LRRS,PR,531,KODIAK,,N,,126.2,Y,Y
108,POINT (-133.79672111112436 55.966289999941345),SEAPLANE BASE,NONE,ALASKA,PRINCE OF WALES,CAPE POLE,CAPE POLE,PU,0,KETCHIKAN,,N,,122.9,,
109,POINT (-166.03957638941026 61.78101527818263),AIRPORT,NONE,ALASKA,KUSILVAK,CAPE ROMANZOF,CAPE ROMANZOF LRRS,PR,467,BETHEL,,N,,126.2,N,Y
110,POINT (-164.91448083329973 54.58243111074808),AIRPORT,NONE,ALASKA,ALEUTIAN ISLANDS,CAPE SARICHEF,CAPE SARICHEF,PR,291,DUTCH HARBOR,,N,,122.9,N,N
111,POINT (-136.63993055580073 58.19923888891405),HELIPORT,NONE,ALASKA,SKAGWAY-YAKUTAT,CAPE SPENCER,CAPE SPENCER C G,PR,84,JUNEAU,,N,,,N,Y
112,POINT (-144.78088888881138 65.57394444409377),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CENTRAL,CENTRAL,PU,936.79998779,DAWSON,,N,,122.9,,Y
113,POINT (-143.7398888889533 66.64502777798147),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CHALKYITSIK,CHALKYITSIK,PU,548.5,DAWSON,,N,,122.9,,Y
114,POINT (-149.5797391673493 68.06543944412178),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CHANDALAR CAMP,CHANDALAR SHELF,PU,3222,FAIRBANKS,,N,,122.9,,Y
115,POINT (-148.48322222202228 67.5045166671448),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CHANDALAR LAKE,CHANDALAR LAKE,PU,1920,FAIRBANKS,,N,,122.9,,Y
116,POINT (-134.9462150001831 57.51493833310068),SEAPLANE BASE,NONE,ALASKA,SITKA,CHATHAM,CHATHAM,PR,0,JUNEAU,,N,,122.9,N,
117,POINT (-164.2790555560555 60.13680555602819),AIRPORT,NONE,ALASKA,BETHEL,CHEFORNAK,CHEFORNAK,PU,54.09999847,BETHEL,,N,,122.7,,Y
118,POINT (-146.0474319442573 65.05182555582624),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,CHENA HOT SPRINGS,CHENA HOT SPRINGS,PR,1195,FAIRBANKS,,N,,122.9,N,Y
119,POINT (-147.99473472165286 60.0785611108825),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,CHENEGA,CHENEGA BAY,PU,68.90000153,SEWARD,,N,,122.9,,Y
120,POINT (-165.60088888866804 61.54083333295741),AIRPORT,NONE,ALASKA,KUSILVAK,CHEVAK,CHEVAK,PU,60.70000076,BETHEL,,N,122.8,123,N,Y
121,POINT (-148.4924961110119 61.793088889101206),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,CHICKALOON,CASTLE MOUNTAIN AIRSTRIP,PR,1010,ANCHORAGE,,N,,122.9,,
122,POINT (-141.95134722224967 64.06675138906037),AIRPORT,NONE,ALASKA,SOUTHEAST FAIRBANKS,CHICKEN,CHICKEN,PU,1640,DAWSON,MOGAS,N,122.8,122.8,N,Y
123,POINT (-158.40147972241243 56.29561055577718),SEAPLANE BASE,NONE,ALASKA,ALEUTIAN ISLANDS,CHIGNIK,CHIGNIK BAY,PU,0,KODIAK,80,N,,122.8,N,N
124,POINT (-158.53448611055245 56.31096666710016),AIRPORT,NONE,ALASKA,LAKE AND PENINSULA,CHIGNIK LAGOON,CHIGNIK LAGOON,PU,27.70000076,KODIAK,,N,,122.8,N,Y
125,POINT (-158.37323819365946 56.31146263900645),AIRPORT,NONE,ALASKA,LAKE AND PENINSULA,CHIGNIK,CHIGNIK,PU,24,KODIAK,,N,,122.8,N,Y
126,POINT (-158.777831944305 56.25545694402276),AIRPORT,NONE,ALASKA,LAKE AND PENINSULA,CHIGNIK LAKE,CHIGNIK LAKE,PU,50,COLD BAY,,N,,122.8,N,Y
127,POINT (-142.04934999986085 62.07175000010733),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,CHISANA,CHISANA,PU,3348,ANCHORAGE,,N,,122.9,N,Y
128,POINT (-144.67244444378227 62.56233333307383),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,CHISTOCHINA,CHISTOCHINA,PU,1860.69995117,ANCHORAGE,,N,,122.9,N,Y
129,POINT (-144.42980277782135 61.583202777791165),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,CHITINA,CHITINA,PU,556,ANCHORAGE,,N,,122.9,N,Y
130,POINT (-159.21563888855798 61.579055556070145),AIRPORT,NONE,ALASKA,BETHEL,CHUATHBALUK,CHUATHBALUK,PU,243.69999695,MC GRATH,,N,,122.9,,Y
131,POINT (-149.43948888872563 61.41786111103376),AIRPORT,NONE,ALASKA,ANCHORAGE,CHUGIAK,HILLTOP,PR,420,ANCHORAGE,,N,123,123,N,Y
132,POINT (-144.07619722214108 65.82791666699859),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CIRCLE,CIRCLE CITY,PU,613.20001221,DAWSON,100LL,N,,122.9,,Y
133,POINT (-144.61168472190604 65.48590694414571),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CIRCLE HOT SPRINGS,CIRCLE HOT SPRINGS,PU,870.20001221,DAWSON,,N,,122.8,N,Y
134,POINT (-151.34612222209356 60.287783332785764),SEAPLANE BASE,NONE,ALASKA,KENAI PENINSULA,CLAM GULCH,HACKNEY LANDING,PR,208,SEWARD,,N,,,,
135,POINT (-158.529388889069 58.833694444138104),AIRPORT,NONE,ALASKA,DILLINGHAM,CLARKS POINT,CLARKS POINT,PU,79.59999847,KODIAK,,N,,122.9,N,Y
136,POINT (-149.11652777792818 64.30038888891198),AIRPORT,NONE,ALASKA,DENALI,CLEAR,CLEAR,PU,559.40002441,FAIRBANKS,,N,,122.9,N,Y
137,POINT (-149.18625027795662 64.25703416682865),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CLEAR,CLEAR SKY LODGE,PU,650,FAIRBANKS,,N,,122.9,N,
138,POINT (-132.83392250024107 56.01480388906113),SEAPLANE BASE,NONE,ALASKA,PRINCE OF WALES,COFFMAN COVE,COFFMAN COVE,PU,0,JUNEAU,,N,,122.9,N,Y
139,POINT (-162.72625000000957 55.20591666722781),AIRPORT,NONE,ALASKA,ALEUTIANS EAST,COLD BAY,COLD BAY,PU,99.5,COLD BAY,100LLA,N,,123.6,N,Y
140,POINT (-162.75340444419953 55.25162722188821),SEAPLANE BASE,NONE,ALASKA,ALEUTIAN ISLANDS,COLD BAY,BLINN LAKE,PU,50,COLD BAY,100LLA,N,,123.6,N,N
141,POINT (-160.56079194426212 56.00598583288937),AIRPORT,NONE,ALASKA,ALEUTIANS EAST,COLD BAY,PORT MOLLER,PR,20,COLD BAY,,N,,,,
