OBJECTID,the_geom,Fac_Type,Field_Office,State_Name,County,City,Fac_Name,Fac_Use,Elevation,Sectional_,Fuel_Types,Atc_Tower,Unicom,Ctaf,Landing_Fee,Wind_Indic
7392,POINT (-91.42586249967799 32.965854166904634),AIRPORT,LNM,LOUISIANA,WEST CARROLL,OAK GROVE,COSTELLO,PR,100.09999847,MEMPHIS,,N,,,,Y
7393,POINT (-91.7737361112445 32.63902694396796),AIRPORT,LNM,LOUISIANA,MOREHOUSE,OAK RIDGE,BARHAM,PR,90,MEMPHIS,,N,,,N,N
7394,POINT (-93.95654166729257 32.791416666768704),AIRPORT,LNM,LOUISIANA,CADDO,OIL CITY,THACKERS,PR,202,MEMPHIS,,N,,,N,Y
7395,POINT (-92.21788333333177 31.896097222055424),AIRPORT,LNM,LOUISIANA,LA SALLE,OLLA,OLLA,PU,130,HOUSTON,,N,,122.9,N,N
7396,POINT (-92.0993888890435 30.55838888906261),AIRPORT,LNM,LOUISIANA,ST LANDRY,OPELOUSAS,ST LANDRY PARISH-AHART FIELD,PU,74.69999695,HOUSTON,100LLA+,N,123,123,N,Y
7397,POINT (-92.07505555639261 30.544849999662354),HELIPORT,NONE,LOUISIANA,ST LANDRY,OPELOUSAS,OGHS MAIN CAMPUS,PR,109,HOUSTON,,N,,,,
7398,POINT (-92.07842777807028 30.47195277812252),HELIPORT,NONE,LOUISIANA,ST LANDRY,OPELOUSAS,OGHS SOUTH CAMPUS,PR,54,HOUSTON,,N,,,,
7399,POINT (-91.83344861129845 30.221310277924697),ULTRALIGHT,LNM,LOUISIANA,ST MARTIN,PARKS,GARY LANDING STRIP,PR,21,HOUSTON,,N,,,,Y
7400,POINT (-91.82972222163352 30.236666666967633),AIRPORT,LNM,LOUISIANA,ST MARTIN,PARKS,ACE FLYING,PR,23,HOUSTON,,N,,,,Y
7401,POINT (-91.3389786114112 29.709546389283094),AIRPORT,LNM,LOUISIANA,ST MARY,PATTERSON,HARRY P WILLIAMS MEMORIAL,PU,8.5,HOUSTON,100LLA,N,122.8,122.8,N,Y
7402,POINT (-92.30291055572157 29.53772027822491),HELIPORT,LNM,LOUISIANA,VERMILION,PECAN ISLAND,CAGC FRESHWATER TERMINAL,PR,4,HOUSTON,,N,,,N,Y
7403,POINT (-92.44357777840119 31.3421916668764),AIRPORT,LNM,LOUISIANA,RAPIDES,PINEVILLE,PINEVILLE MUNI,PU,100,HOUSTON,100LLMOGAS,N,122.8,122.8,N,Y
7404,POINT (-92.39123100014632 31.375142000324477),HELIPORT,LNM,LOUISIANA,RAPIDES,PINEVILLE,CAMP BEAUREGARD ARMY NATIONAL GUARD,PR,125,HOUSTON,,N,,,N,Y
7405,POINT (-91.24611666669392 30.261369444186325),HELIPORT,LNM,LOUISIANA,IBERVILLE,PLAQUEMINE,RIVER WEST MEDICAL CENTER,PR,19,HOUSTON,,N,,,,
7406,POINT (-91.21937222168447 30.265283332708307),HELIPORT,NONE,LOUISIANA,IBERVILLE,PLAQUEMINE,IBERVILLE MEDICAL FACILITY,PR,17,,,N,,,,Y
7407,POINT (-89.71217500038586 29.494988888620632),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,PORT SULPHUR,PLAQUEMINES MEDICAL CENTER,PR,79,NEW ORLEANS,,N,,,,
7408,POINT (-92.46116666679842 31.47747222211459),AIRPORT,LNM,LOUISIANA,GRANT,POLLOCK,POLLOCK MUNI,PU,203,HOUSTON,,N,,122.9,N,Y
7409,POINT (-90.3590333329821 30.419608333138413),AIRPORT,LNM,LOUISIANA,TANGIPAHOA,PONCHATOULA,STEVENS STRIP,PR,13,NEW ORLEANS,,N,,,,Y
7410,POINT (-90.36705555616723 30.472194443744208),AIRPORT,LNM,LOUISIANA,TANGIPAHOA,PONCHATOULA,SHERIDAN'S STRIP,PR,24,NEW ORLEANS,,N,,,,Y
7411,POINT (-91.30748611108606 30.50646666702886),AIRPORT,LNM,LOUISIANA,WEST BATON ROUGE,PORT ALLEN,OMNI,PR,24,HOUSTON,,N,,,,N
7412,POINT (-91.97527777784863 30.6079305558832),AIRPORT,LNM,LOUISIANA,ST LANDRY,PORT BARRE,YANKEE FIELD,PR,32,HOUSTON,,N,,,,Y
7413,POINT (-91.94588888937379 30.618305556084216),AIRPORT,LNM,LOUISIANA,ST LANDRY,PORT BARRE,T & M AIRFIELD,PR,32,HOUSTON,,N,,,,
7414,POINT (-90.20472499957532 29.116558332638895),HELIPORT,LNM,LOUISIANA,LAFOURCHE,PORT FOURCHON,PHI FOURCHON BASE,PR,5,NEW ORLEANS,,N,,,,Y
7415,POINT (-89.67589694367518 29.458272778229173),AIRPORT,LNM,LOUISIANA,PLAQUEMINES,PORT SULPHUR,BIRDWIN,PR,2,NEW ORLEANS,,N,,,N,Y
7416,POINT (-90.92191666683027 30.34986111097307),AIRPORT,NONE,LOUISIANA,ACADIA,PRAIRIEVILLE,CAPOZZOLI,PR,24,NEW ORLEANS,,N,,,,
7417,POINT (-90.90797222198114 30.315111111371323),AIRPORT,LNM,LOUISIANA,ASCENSION,PRAIRIEVILLE,EVAN,PR,17,NEW ORLEANS,,N,,,,Y
7418,POINT (-91.03236111112649 30.623416666634796),AIRPORT,NONE,LOUISIANA,EAST BATON ROUGE,PRIDE,CLARK FIELD,PR,88,HOUSTON,,N,,,,
7419,POINT (-90.5667527775755 29.70021166664241),HELIPORT,LNM,LOUISIANA,LAFOURCHE,RACELAND,OCHSNER ST ANNE GENERAL HOSPITAL,PR,10,NEW ORLEANS,,N,,,N,Y
7420,POINT (-90.5942536112407 29.72798861076557),HELIPORT,LNM,LOUISIANA,LAFOURCHE,RACELAND,RACELAND STATION,PR,10,NEW ORLEANS,,N,,,,Y
7421,POINT (-90.63420000039781 29.73633888883036),ULTRALIGHT,LNM,LOUISIANA,LAFOURCHE,RACELAND,BLOUIN FLIGHTPARK,PR,10,NEW ORLEANS,,N,,,,
7422,POINT (-90.6392527777326 29.73193888884917),AIRPORT,LNM,LOUISIANA,LAFOURCHE,RACELAND,PIERCE FIELD,PR,12,NEW ORLEANS,,N,,,,Y
7423,POINT (-93.22876944409357 30.482977221892824),AIRPORT,LNM,LOUISIANA,BEAUREGARD,RAGLEY,HABETZ,PR,79,HOUSTON,,N,,,N,Y
7424,POINT (-92.28500000038403 30.17861111099208),AIRPORT,LNM,LOUISIANA,ACADIA,RAYNE,HAINS AIRSTRIP,PR,20,HOUSTON,,N,,,N,Y
7425,POINT (-92.24166666706003 30.24819444410409),AIRPORT,LNM,LOUISIANA,ACADIA,RAYNE,PHOENIX,PR,31,HOUSTON,,N,,,,
7426,POINT (-91.771066389187 32.48541972197651),AIRPORT,LNM,LOUISIANA,RICHLAND,RAYVILLE,JOHN H HOOKS JR MEMORIAL,PU,82.69999695,MEMPHIS,,N,122.8,122.8,N,Y
7427,POINT (-91.7500055562341 32.46353333296772),HELIPORT,LNM,LOUISIANA,RICHLAND,RAYVILLE,RICHARDSON MEDICAL CENTER,PR,72,MEMPHIS,,N,,,,Y
7428,POINT (-90.58283333262696 30.08747222194477),AIRPORT,LNM,LOUISIANA,ST JOHN THE BAPTIST,RESERVE,PORT OF SOUTH LOUISIANA EXECUTIVE RGNL,PU,6.5,NEW ORLEANS,100LLA,N,122.7,122.7,,Y
7429,POINT (-90.31591888944847 30.59741138898171),AIRPORT,LNM,LOUISIANA,TANGIPAHOA,ROBERT,KOENIG AIRPARK,PR,100,NEW ORLEANS,,N,,,,Y
7430,POINT (-93.65851083312708 32.341822778123316),AIRPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,NAYLOR,PR,155,MEMPHIS,,N,,,N,Y
7431,POINT (-92.58844338895224 32.514601750016546),AIRPORT,LNM,LOUISIANA,LINCOLN,RUSTON,RUSTON RGNL,PU,310.6000061,MEMPHIS,100LLA,N,122.7,122.7,,Y
7432,POINT (-89.83006361096501 29.86492777784522),HELIPORT,LNM,LOUISIANA,ST BERNARD,ST BERNARD,SOUTHERN NATURAL GAS CO,PR,5,NEW ORLEANS,,N,123.05,,N,N
7433,POINT (-91.33863944439084 30.760905277863866),HELIPORT,LNM,LOUISIANA,WEST FELICIANA,ST FRANCISVILLE,RIVERBEND,PR,115,HOUSTON,,N,,,,
7434,POINT (-91.47499999986795 30.946666666921356),ULTRALIGHT,LNM,LOUISIANA,WEST FELICIANA,ST FRANCISVILLE,SARA FIELD,PR,333,HOUSTON,,N,,,,Y
7435,POINT (-91.36714444362671 30.78339999972991),HELIPORT,LNM,LOUISIANA,WEST FELICIANA,ST FRANCISVILLE,WEST FELICIANA PARISH HOSPITAL,PR,120,HOUSTON,,N,,,,
7436,POINT (-91.32016666675464 30.7078611111059),HELIPORT,LNM,LOUISIANA,EAST FELICIANA,ST FRANCISVILLE,TEMBEC,PR,85,HOUSTON,,N,,,,
7437,POINT (-91.38467777841014 30.82511666700975),HELIPORT,LNM,LOUISIANA,WEST FELICIANA,ST FRANCISVILLE,WEST FELICIANA SHERIFF'S OFFICE,PR,181,HOUSTON,,N,,,,
7438,POINT (-91.43111111064303 30.870388888981847),AIRPORT,LNM,LOUISIANA,WEST FELICIANA,ST FRANCISVILLE,SOLITUDE AIRSTRIP,PR,181,HOUSTON,,N,,,,Y
7439,POINT (-91.2772499999072 30.762527777919324),AIRPORT,LNM,LOUISIANA,WEST FELICIANA,ST FRANCISVILLE,NAUGA FIELD,PR,38,HOUSTON,,N,,,,
7440,POINT (-91.24491666659468 30.80308333263692),HELIPORT,LNM,LOUISIANA,WEST FELICIANA,ST FRANCISVILLE,THE BLUFFS,PR,116,HOUSTON,,N,,,,
7441,POINT (-91.08649222201335 30.251306388643656),HELIPORT,LNM,LOUISIANA,IBERVILLE,ST GABRIEL,EAST FIELD,PR,E,,2281994,,N,,,
7442,POINT (-90.06401666729334 30.23076666705761),HELIPORT,LNM,LOUISIANA,ASCENSION,ST GABRIEL,CALPINE,PR,13,NEW ORLEANS,,N,,,,
7443,POINT (-91.23873333342368 31.97321944435938),AIRPORT,LNM,LOUISIANA,TENSAS,ST JOSEPH,TENSAS PARISH,PU,74.19999695,HOUSTON,100LL,N,,122.9,N,Y
7444,POINT (-91.26388888866424 31.977499999674446),AIRPORT,LNM,LOUISIANA,TENSAS,ST. JOSEPH,TENSAS FLYING SERVICE,PR,96,HOUSTON,,N,,,,
7445,POINT (-91.88644444390566 30.220861110719344),AIRPORT,NONE,LOUISIANA,ST MARTIN,ST. MARTIN,LA POINTE,PR,20,HOUSTON,,N,,,,
7446,POINT (-90.79372222218898 30.47826388863058),HELIPORT,LNM,LOUISIANA,LIVINGSTON,SATSUMA,LIVINGSTON PARISH AIR SUPPORT,PR,32,NEW ORLEANS,,N,,,,Y
7447,POINT (-92.09595583255648 30.247423055979038),AIRPORT,LNM,LOUISIANA,LAFAYETTE,SCOTT,INDUSTRIAL HELICOPTERS INC,PR,35,HOUSTON,A,N,123.05,,N,Y
7448,POINT (-92.08551388935572 30.24906666716979),SEAPLANE BASE,NONE,LOUISIANA,LAFAYETTE,SCOTT,HARMON,PR,35,HOUSTON,,N,,,,Y
7449,POINT (-93.82602777797753 32.44652777777016),AIRPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,SHREVEPORT RGNL,PU,257.6000061,MEMPHIS,100LLA,Y,122.95,122.95,N,Y
7450,POINT (-93.76222222201079 32.48055555628757),HELIPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,LSU HEALTH SCIENCE CENTER,PR,336,MEMPHIS,,N,123.05,,N,Y
7451,POINT (-93.82780277801203 32.59032361119474),ULTRALIGHT,LNM,LOUISIANA,CADDO,SHREVEPORT,JUNEAU,PR,200,MEMPHIS,,N,,,,Y
7452,POINT (-93.76000000020365 32.5363888891076),HELIPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,METRO AVIATION,PR,158,MEMPHIS,A,N,,,,Y
7453,POINT (-93.63653333320708 32.30046666671786),AIRPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,ELLERBE FIELD,PR,200,MEMPHIS,,N,,,,Y
7454,POINT (-93.7782972218805 32.487019443624625),HELIPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,WILLIS-KNIGHTON MED CTR TEMP GROUNDLEVEL,PR,253,MEMPHIS,A,N,123.05,,,Y
7455,POINT (-93.79869444418021 32.402916667274354),HELIPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,WILLIS- KNIGHTON SOUTH HOSPITAL,PR,213,MEMPHIS,,N,,,,Y
7456,POINT (-93.74990083255575 32.49487472187392),HELIPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,CHRISTUS SCHUMPERT MEDICAL CENTER,PR,60,MEMPHIS,,N,123.05,,,Y
7457,POINT (-93.7438336111268 32.540822222265014),AIRPORT,LNM,LOUISIANA,BOSSIER,SHREVEPORT,SHREVEPORT DOWNTOWN,PU,179.30000305,MEMPHIS,100LLA,Y,122.95,120.225,N,Y
7458,POINT (-93.71593611107656 32.423680556192544),HELIPORT,LNM,LOUISIANA,CADDO,SHREVEPORT,CHRISTUS HIGHLAND,PR,160,,,N,,,,
7459,POINT (-91.88109222215407 30.997546111103464),AIRPORT,LNM,LOUISIANA,AVOYELLES,SIMMESPORT,WD FLYERS,PR,48,HOUSTON,MOGAS,N,,,,Y
7460,POINT (-91.14855138928738 30.72710055638161),AIRPORT,LNM,LOUISIANA,EAST FELICIANA,SLAUGHTER,MAGNOLIA AIRPARK,PR,140,HOUSTON,,N,,,,Y
7461,POINT (-91.07736111125497 30.72263888875613),AIRPORT,LNM,LOUISIANA,EAST FELICIANA,SLAUGHTER,COUNTRY BREEZE,PR,E,,6232016,,N,,,
7462,POINT (-91.1575000001093 30.750555556166017),HELIPORT,NONE,LOUISIANA,EAST FELICIANA,SLAUGHTER,AIR ONE HELO,PR,143,HOUSTON,,N,,,,
7463,POINT (-91.06066027758467 30.704628610907868),AIRPORT,LNM,LOUISIANA,EAST BATON ROUGE,SLAUGHTER,ANNISON PRIVATE,PR,120,HOUSTON,,N,,,,Y
7464,POINT (-89.8208055556806 30.34633333281136),AIRPORT,LNM,LOUISIANA,ST TAMMANY,SLIDELL,SLIDELL,PU,28.29999924,NEW ORLEANS,100LLA+,N,122.8,122.8,N,Y
7465,POINT (-89.61894361093155 30.066032777699114),HELIPORT,LNM,LOUISIANA,ST TAMMANY,SLIDELL,JACK KENT,PR,0,NEW ORLEANS,,N,,,,Y
7466,POINT (-89.74213055602338 30.28800555584764),HELIPORT,LNM,LOUISIANA,ST TAMMANY,SLIDELL,OCHSNER MEDICAL CENTER NORTHSHORE,PR,14,NEW ORLEANS,,N,,,,Y
7467,POINT (-89.8052777780409 30.26694444411991),SEAPLANE BASE,LNM,LOUISIANA,ST TAMMANY,SLIDELL,PELICAN,PR,0,NEW ORLEANS,MOGAS,N,122.8,,,Y
7468,POINT (-90.28368888934305 29.96048222190228),HELIPORT,LNM,LOUISIANA,JEFFERSON,SOUTH KENNER,CORNERSTONE CHEMICAL COMPANY HELISTOP,PR,9,NEW ORLEANS,,N,,,N,N
7469,POINT (-93.40916666704973 32.983722222182344),AIRPORT,LNM,LOUISIANA,WEBSTER,SPRINGHILL,SPRINGHILL,PU,217.6000061,MEMPHIS,,N,122.8,122.8,N,Y
7470,POINT (-93.49925555560407 32.94149999979344),HELIPORT,LNM,LOUISIANA,WEBSTER,SPRINGHILL,MUDDY BOTTOMS,PR,238,,,N,,,,Y
7471,POINT (-93.40848972180446 30.24603833314451),HELIPORT,LNM,LOUISIANA,CALCASIEU,SULPHUR,SULPHUR MINES,PR,15,HOUSTON,,N,,,,Y
7472,POINT (-93.37616666701541 30.13144444438479),AIRPORT,LNM,LOUISIANA,CALCASIEU,SULPHUR,SOUTHLAND FIELD,PU,10.19999981,HOUSTON,100LLA,N,122.8,122.8,,Y
7473,POINT (-93.36899166743262 30.228413889073032),HELIPORT,LNM,LOUISIANA,CALCASIEU,SULPHUR,WEST CALCASIEU CAMERON HOSPITAL,PR,11,NEW ORLEANS,,N,,,,Y
7474,POINT (-93.35741666658757 30.27591666666559),AIRPORT,LNM,LOUISIANA,CALCASIEU,SULPHUR,KML,PR,20,HOUSTON,100  115,N,,,,Y
7475,POINT (-92.11665277775072 30.438052778007155),AIRPORT,LNM,LOUISIANA,ST LANDRY,SUNSET,RED OAK LANDING,PR,55,HOUSTON,,N,,,,Y
7476,POINT (-92.11833333340785 30.435555556117997),AIRPORT,LNM,LOUISIANA,ST LANDRY,SUNSET,RON,PR,55,HOUSTON,,N,,,,Y
7477,POINT (-92.14738333334007 30.38945277762571),AIRPORT,LNM,LOUISIANA,ST LANDRY,SUNSET,BRIGGS AIRFIELD,PR,48,,,N,,,,Y
7478,POINT (-91.14885833284018 32.416308332695905),AIRPORT,LNM,LOUISIANA,MADISON,TALLULAH,SCOTT,PU,84,MEMPHIS,,N,122.8,122.8,N,Y
7479,POINT (-91.02768872180549 32.35161111098864),AIRPORT,LNM,LOUISIANA,MADISON,TALLULAH,VICKSBURG TALLULAH RGNL,PU,85.69999695,MEMPHIS,100LLA,N,123,123,,Y
7480,POINT (-91.12861111122665 32.303888889291045),AIRPORT,LNM,LOUISIANA,MADISON,TALLULAH,RED BEARD DUSTING SERVICE,PR,86,MEMPHIS,,N,,,N,Y
7481,POINT (-90.97687777792054 32.339155556200836),AIRPORT,LNM,LOUISIANA,MADISON,TALLULAH,HANNAH PLANTATION,PR,90,MEMPHIS,,N,123,,,Y
7482,POINT (-91.34305555603936 32.405000000259385),AIRPORT,LNM,LOUISIANA,MADISON,TENDAL,4B RANCH,PR,80,MEMPHIS,,N,,,N,N
7483,POINT (-90.83289888899654 29.747791943618246),AIRPORT,LNM,LOUISIANA,TERREBONNE,THIBODAUX,THIBODAUX MUNI,PU,9,NEW ORLEANS,100LL,N,122.8,122.8,N,Y
7484,POINT (-90.81398166717857 29.786318888673478),HELIPORT,LNM,LOUISIANA,LAFOURCHE,THIBODAUX,THIBODAUX RGNL MEDICAL CENTER,PR,14,DALLAS-FT WORTH,,N,,,N,Y
7485,POINT (-90.8295375001029 29.746320000303548),HELIPORT,LNM,LOUISIANA,TERREBONNE,THIBODAUX,TRANSCO SCHRIEVER,PR,7,NEW ORLEANS,A,N,122.8,,,Y
7486,POINT (-90.78154999978346 29.678983333233685),HELIPORT,LNM,LOUISIANA,LAFOURCHE,THIBODAUX,LA STATE POLICE TROOP C,PR,10,NEW ORLEANS,,N,,,N,N
7487,POINT (-90.73583333270447 29.749722222089293),AIRPORT,LNM,LOUISIANA,LAFOURCHE,THIBODAUX,THERIOT FIELD,PR,13,NEW ORLEANS,,N,122.8,,,
7488,POINT (-92.82514722232615 30.071042221738168),AIRPORT,LNM,LOUISIANA,JEFFERSON DAVIS,THORNWELL,LYON,PR,6,HOUSTON,,N,,,N,
7489,POINT (-91.1093249998305 32.69170833262496),AIRPORT,LNM,LOUISIANA,EAST CARROLL,TRANSYLVANIA,LOOKOUT POINT,PR,86,MEMPHIS,,N,,,,Y
7490,POINT (-92.27639444359271 31.858463889093688),HELIPORT,LNM,LOUISIANA,LA SALLE,URANIA,HARDTNER MEDICAL CENTER,PR,90,HOUSTON,,N,,,,Y
7491,POINT (-89.35606666735711 29.26376666678392),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,VENICE,CHEVRON USA INC,PR,5.0999999,NEW ORLEANS,,N,122.725,,N,Y
7492,POINT (-89.35302499965286 29.25874999992356),SEAPLANE BASE,LNM,LOUISIANA,PLAQUEMINES,VENICE,TIGER PASS,PR,0,NEW ORLEANS,A,N,,,,
7493,POINT (-89.35505361116007 29.259387778339608),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,VENICE,CONOCO INC VENICE,PR,3,NEW ORLEANS,,N,,,N,
7494,POINT (-89.3278277778545 29.04162000028403),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,VENICE,CHEVRON SOUTHPASS TANK BATTERY W-2,PR,0,NEW ORLEANS,,N,,,N,Y
7495,POINT (-89.36783166727461 29.28744222224749),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,VENICE,ERA HELICOPTERS VENICE BASE,PR,-5.9000001,HOUSTON,A,N,,,,Y
7496,POINT (-89.36394250018526 29.286053332737698),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,VENICE,MARATHON VENICE,PR,-3,NEW ORLEANS,,N,,,,Y
7497,POINT (-89.38810750022998 29.131894444245734),SEAPLANE BASE,LNM,LOUISIANA,PLAQUEMINES,VENICE,WEST BAY,PR,0,NEW ORLEANS,,N,,,,
7498,POINT (-89.24199527779622 29.27633083292515),SEAPLANE BASE,LNM,LOUISIANA,PLAQUEMINES,VENICE,ROMERE PASS,PR,0,NEW ORLEANS,,N,,,,
7499,POINT (-89.38782611105209 28.950236110790904),SEAPLANE BASE,LNM,LOUISIANA,PLAQUEMINES,VENICE,E-8 TANK BATTERY,PR,0,NEW ORLEANS,,N,,,,
7500,POINT (-89.37111111094976 29.29555555577594),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,VENICE,BRISTOW US LLC,PR,-1.20000005,NEW ORLEANS,,N,123,,,Y
7501,POINT (-89.35583333265701 29.27111111111315),SEAPLANE BASE,LNM,LOUISIANA,PLAQUEMINES,VENICE,VENICE BASE HELIPORT & SPB,PR,7,NEW ORLEANS,,N,,,,Y
7502,POINT (-89.37444444366047 29.296666667371763),HELIPORT,LNM,LOUISIANA,PLAQUEMINES,VENICE,EVERGREEN VENICE,PR,0,NEW ORLEANS,,N,,,,
7503,POINT (-89.83339722215347 29.864094444384154),HELIPORT,LNM,LOUISIANA,ST BERNARD,VERRET,SOUTHERN NATURAL GAS COMPANY,PR,5,NEW ORLEANS,,N,123.05,,N,Y
7504,POINT (-91.59277777810401 31.34388888916667),AIRPORT,LNM,LOUISIANA,CONCORDIA,VIDALIA,F L BRAUGHTON,PR,50,HOUSTON,,N,,,,Y
7505,POINT (-91.50647222162387 31.561999999837095),AIRPORT,LNM,LOUISIANA,CONCORDIA,VIDALIA,CONCORDIA PARISH,PU,54.70000076,HOUSTON,100LL,N,122.8,122.8,N,Y
7506,POINT (-92.26694166679235 30.681319443649517),HELIPORT,LNM,LOUISIANA,EVANGELINE,VILLE PLATTE,MERCY REGIONAL MEDICAL CENTER,PR,75,HOUSTON,,N,,,,Y
7507,POINT (-92.18234555578886 30.784361944297498),AIRPORT,LNM,LOUISIANA,ST LANDRY,VILLE PLATTE,WHITEVILLE,PR,43,HOUSTON,,N,,,,
7508,POINT (-94.01015361123403 32.861333332664465),AIRPORT,LNM,LOUISIANA,CADDO,VIVIAN,VIVIAN,PU,260,MEMPHIS,100LL,N,122.8,122.8,N,Y
7509,POINT (-93.98926944365982 32.86474166728628),HELIPORT,LNM,LOUISIANA,CADDO,VIVIAN,NORTH CADDO MEDICAL CENTER,PR,252,MEMPHIS,,N,,,,Y
7510,POINT (-92.05866111111628 30.643816667196358),AIRPORT,LNM,LOUISIANA,ST LANDRY,WASHINGTON,STAR DUSTERS,PR,37,HOUSTON,,N,,,N,Y
7511,POINT (-91.37064025013127 31.815071277792274),AIRPORT,LNM,LOUISIANA,TENSAS,WATERPROOF,MYRTLE GROVE,PR,71,HOUSTON,,N,,,,Y
7512,POINT (-90.98454694433441 30.589353610836664),AIRPORT,LNM,LOUISIANA,LIVINGSTON,WATSON,COUNTRY BEND,PR,49,NEW ORLEANS,,N,,,,Y
7513,POINT (-90.86148611103037 30.586297222249293),AIRPORT,LNM,LOUISIANA,LIVINGSTON,WALKER,REBEL FIELD,PR,74,NEW ORLEANS,,N,,,,
7514,POINT (-90.86788888915055 30.465602777993382),HELIPORT,LNM,LOUISIANA,LIVINGSTON,WALKER,OUR LADY OF THE LAKE,PR,35,NEW ORLEANS,,N,,,,
7515,POINT (-92.8307466110366 30.24190658280852),AIRPORT,LNM,LOUISIANA,JEFFERSON DAVIS,WELSH,WELSH,PU,18,HOUSTON,,N,122.8,122.8,N,Y
7516,POINT (-92.7748663886634 30.221040277648054),AIRPORT,LNM,LOUISIANA,JEFFERSON DAVIS,WELSH,AG AVIATION,PR,21,HOUSTON,A,N,,,,Y
7517,POINT (-92.81208972188628 30.202984999699986),ULTRALIGHT,LNM,LOUISIANA,JEFFERSON DAVIS,WELSH,AEROLITE AERO PARK,PR,13,HOUSTON,,N,,,,Y
7518,POINT (-93.31182222159119 30.272148611304182),AIRPORT,LNM,LOUISIANA,CALCASIEU,WESTLAKE,REYNOLDS,PR,20,HOUSTON,100LL,N,,,N,
7519,POINT (-92.15083333295168 32.51055555587872),HELIPORT,LNM,LOUISIANA,OUACHITA,WEST MONROE,COFFMAN,PR,80,MEMPHIS,,N,,,,Y
7520,POINT (-92.15677777803748 32.51208333262685),HELIPORT,NONE,LOUISIANA,OUACHITA,WEST MONROE,GLENWOOD REGIONAL MED CTR,PR,88,MEMPHIS,,N,,,,Y
7521,POINT (-91.16677388909892 30.919623611300697),AIRPORT,LNM,LOUISIANA,EAST FELICIANA,WILSON,SYDAL ACRES,PR,200,HOUSTON,100LL,N,,,N,Y
7522,POINT (-92.66026055630567 31.96366222198274),AIRPORT,LNM,LOUISIANA,WINN,WINNFIELD,DAVID G JOYCE,PU,146,HOUSTON,,N,122.7,122.7,N,Y
7523,POINT (-92.64570444408801 31.923218889261335),HELIPORT,LNM,LOUISIANA,WINN,WINNFIELD,WINN PARISH MEDICAL CENTER,PR,140,HOUSTON,,N,,122.9,,Y
7524,POINT (-91.69855694414301 32.15300694411201),AIRPORT,LNM,LOUISIANA,FRANKLIN,WINNSBORO,WINNSBORO MUNI,PU,78,MEMPHIS,100LL,N,122.8,122.8,N,Y
7525,POINT (-91.86818472240034 32.218206943844336),AIRPORT,LNM,LOUISIANA,RICHLAND,WINNSBORO,WILLIAMS FLYING SERVICE,PR,79,MEMPHIS,,N,,,,N
7526,POINT (-91.70804166683152 32.159038888720296),HELIPORT,LNM,LOUISIANA,FRANKLIN,WINNSBORO,FMC NR 1,PR,79,MEMPHIS,,N,,,,
7527,POINT (-92.501288888596 31.126352777761177),AIRPORT,LNM,LOUISIANA,RAPIDES,WOODWORTH,WOODWORTH,PU,140,HOUSTON,,N,,122.9,N,Y
7528,POINT (-91.1383333332049 30.647222222099607),HELIPORT,LNM,LOUISIANA,EAST BATON ROUGE,ZACHARY,LANE REGIONAL MEDICAL CENTER,PR,88,,,N,,,,Y
7529,POINT (-91.98623166733655 30.06964749984791),AIRPORT,LNM,LOUISIANA,LAFAYETTE,YOUNGSVILLE,SKY RANCH,PR,25,HOUSTON,100LL,N,,,N,Y
7530,POINT (-91.18760777796666 30.691851388982425),ULTRALIGHT,LNM,LOUISIANA,EAST BATON ROUGE,ZACHARY,BRIAN'S,PR,65,NEW ORLEANS,,N,,,,Y
7531,POINT (-91.1142727775833 30.675462777819973),ULTRALIGHT,LNM,LOUISIANA,EAST BATON ROUGE,ZACHARY,WHITEHEAD,PR,105,HOUSTON,,N,,,,Y
7532,POINT (-93.70741527799295 31.531345832887705),AIRPORT,LNM,LOUISIANA,SABINE,ZWOLLE,AMMONS,PR,218,HOUSTON,,N,,,N,Y
7533,POINT (-72.63203444412947 42.034539722065404),HELIPORT,NONE,MASSACHUSETTS,HAMPDEN,AGAWAM,TGP,PR,120,NEW YORK,,N,,,N,Y
7534,POINT (-70.94338833318842 42.86147888902672),SEAPLANE BASE,NONE,MASSACHUSETTS,ESSEX,AMESBURY,LAKE GARDNER,PR,87,NEW YORK,,N,,,,
7535,POINT (-70.93108333259742 42.835125000173214),HELIPORT,NONE,MASSACHUSETTS,ESSEX,AMESBURY,HAT FACTORY,PR,10,NEW YORK,,N,,,,
7536,POINT (-70.996555556267 42.86008944411152),AIRPORT,NONE,MASSACHUSETTS,ESSEX,AMESBURY,MEADOWBROOK,PR,117,NEW YORK,,N,,,,Y
